content,sentiment_label
eh barry loltweet deck like prehistoric lol,4
saw pic surely dont look like amisha patel like mum one,7
grateful daughter happy mother day okasan thank everything always,6
blast weekend sweet girl vancouver watching awesome celtic lad got see alissa home,6
yea fun divea bit scary sometimes fun like diving,9
great study time followed delicious japanese meal arty trying get back study mood,4
sweet saw last year kenny amp sugarland kenny year seen b love gknight,6
dont like fishfingers dont like fish seafood really enjoy,5
stack deck patron sprite ice baby said whatever like right,4
hope dream dont come true,3
happy help,4
thank,2
hay nakumadaya ka talaga ah hehe hey happy mother day mom nga pala mom also,4
great sunday wit kid mickey,6
posted let know think there really cute cut back,4
used ferris buhlers day offnow graduate sotaboyscom,7
ahhh finally went yogurtland saved spoon hahaha,4
yes agree,11
yes glad youre coming,8
tried oprahs free unfried kfc loved went back another try topped boba wolverinechilled popedaveben,4
happy mother day mommy,6
,7
joininghe bandwagon wheeeeeeeeeeee,2
thanks yes lot,6
watching movie playin computer,2
nudge partner good birthday christmas want buy something gift,6
game neil strauss count guy seemed lot persuading,7
haha thanks shannon boat got first,6
happy mother day mother,6
thanks oscc changing lately like layout lt,4
thinkin twitter interesting,3
friend awesome non twitter one right,7
use iphone app dev,11
cant wait real bed haha,4
far surprisingly good response dad offered airbrush old logo wallbut think might overkill,8
awww thank,4
fun jessica alba weekly twitter follower count starting look like movement,3
slept hour exhausting fun fun town trip high day far woke good ol fried chicken,3
tell everybody said happy mother day love ya fan love miley rock,6
know still want see,4
guy absolutely amazing tonight always thanks always bringing dance party,3
hi joined twitter,3
shes cute shes sleepy,6
addicted jonas brother new single paranoid awesome havent heard already go check,6
happy mom day spain last sunday hint first single radio lym mini,6
fuck yeah dude would ask already fucking know howre,4
received mother day card lovely daughter wishing happy mother day,6
mother day today,6
nigerianboi thanks jt also enjoyed r following ill follow back,4
post warhammer blog anyone interested,7
drivin home listenin fucking lightweight left stag bullshit love though especially toesha haha ha,4
seems like everyone u watching xmen feel like ive started revolution feel nice,4
happy mother day mom finished lunch relative wuv mommy granny hahaha,6
pbampj make happier anything else world love tired demand simply met,8
still awake get sleep drive fortuna early red bull guide,3
g gent season,8
finished bit sketching writing,7
one go jimmy fallon justin timberlakedoin gibb bros show snl zvd,4
whole day planned mom today know love,3
alright cool see tomorrow thank,6
happy mother day tweeting mother,10
sweet situation,10
strange reason paranoid sound like love aaaaall good,4
didnt mind movie may big fangirl,7
back home preheatin oven popping pizza,7
finally home gonna hit hay sleep till noon lol,8
msrobynp thank,11
happy mother day mom special shout mommaluv ya pateven though youre jehovah witness,6
omg forgot lucky thing hope fun x,4
missing bkk na,9
love body tell u much sleep need always good mindful mealtime,4
home much going long day,7
way early sunday watching old episode grey,7
test work fine tweetdeck cool eh,8
working station cool love yer music kk back sweating part lol la xxx,4
bye tekzilla revision,11
wait third day,7
hahahahah would chief contributor lol,3
happy year lt,6
want greet mom happy mother day,6
nice didnt stay long got hotel room,4
think could related,11
wooow havent charged ipod touch day today still alive thats coolio,4
getting ready awesome service,4
thank sister,4
happy mother mom,6
even question whenwhen question,7
fun bacontaco night,4
dgroup saturday little bit football hour nap hour soccer basketball tsu yogurtland life good,4
said gonna follow nita ur live chat,7
need leave tweet laters,7
good morninï¿½everybody happy mothersday every mom,6
oliver happy mum day mum guy,10
happy mother day,9
yeah following hun goodnight,4
thnx babe call finish,7
later fine youmissed joe bebo online x,7
spent little much wombat cool cuz time take care tamara good yay,4
well maybe ask yr cousin get shoutout video something btw randomly replying people,7
worry noone got one next question start minute get thinking cap,11
happy mother day mom,4
official transition donathan danathan occurred want sell ur shirt,7
alternate name quotbacon maryquot quotbloody piggyquot give boyfriend credit idea,10
put brat bed chillin noodle,4
efron amazing seen three time hilarious fantastic,6
happy mother day mother beautifully blessed day,6
thats spent ur weekend far,7
cultural tour loiusas family kangaroo sightseeing cemetary lovely,4
lick sound like need week digital detox,11
happy mommy day,6
u weekend uk,9
hope lovely lunch mel dad place sound nice love polished floorboard,6
nice got indexed want unload need,11
trying get follower trying get interaction,5
playing image,7
happy momies day,6
everyone listen hadouken theyre fun,7
ian waiting important pic,2
happy mother day mom,6
thanks busy fuck good book,4
grandpa telling used cut human body med school,7
sleepy nowgnight happy mother day mother mama mommy whatever call lol mie,7
doin sheri,11
happy mother day mother thank awesome mother,6
thanks actually first got twitter picture wouldnt upload either upload take,11
nice chat old frnd since v talked fun,6
fern petal fnpin help accomplish task,7
amazing night drive,10
thanks finding amusing rubiks picture tonight making evening via,4
dance morning getting new headshot taken loooong fun day ahead,7
better idea need couple hour relax bed time sweet dream everyone love,4
true would let si wanted work id help really,10
make queef,4
happy mother day,4
kazim kazim didnt know name,10
loving dreambears britain got talent,7
idea good dinner happy munchin,4
waiting bus back cripple creek pick twizzler town seems kinda quiet tonite rolynn,9
still yay gonna eat,4
hey nia used pd hot dayton met cincinnati wiz christmas party hope well,3
dont need education,7
super hot show,11
finally gonna get sum sleep concert crazy god bless minister,3
bed happy mother day great one,4
made got home wango tango wonderful day,6
know would successful youre starting would great coming year good luck,6
cant believe lucky amazing boyfriend,6
whats doggieï¿½s name cute breed obamaï¿½s,6
got back party sooo much fun boom boom pow hahaha ooh told mom happy mother day,4
sound lovely hope great day,4
actually so wont vi accompanied glis make day brandi carlile busy month gigwise,7
note going bed happy mother day mommy amp mom love lady,6
ive passed drunk passed couple hour good go,3
dont think ive ever early sunday meanwhile bigweekend awaits,4
social fun swam water boxer,4
man know thing get interesting sometimes lolllim damn good,7
happy anniversary know whyyyy three year baby,4
think bit love creation wit physically attracted although great style,7
date vaahedh wellatleast last one,4
sound like good compromise,8
web prologue modern liberalism misconstrued nd bible quotchrist without crucifictionquot abstraction wo skin,10
haha maybe someday publicist thats going school,2
tell everyone say hello,7
unfortunately know would like avoiding,11
yippee happy birthday,10
finally finished studying page double sided note later cook tea dessert happy mother day,8
sawn three time,7
cassidy butcking bitching lol cant ever win,5
playin didgeridoo living room thinking world going lovely life fb,7
next time,7
thinking song use next chilled edition video,4
feeling great,4
dennys right group prom fun,11
go boo pad,9
best thing ever done carry birth child,6
cool van helden,8
getting hang twitter,7
word call mom lot yall happy mother day love,4
wishing happy mother day carina hugsjoy,6
dont fall celebrity worship though write think best rock,7
movie made cryhardcore loved,6
new post,7
fave,6
dm email addy ill fwd dem ya,7
dope background,7
happy mother day mom amazing would nowhere without thanks mom,6
kashtam wonder would similey csk,3
slightly le disturbed night good thing looking forward quality time toadtastic boy,6
